replicate,Rep1,Rep1,Rep1,Rep1,Rep2,Rep2,Rep2,Rep2,ave_Rep1_Rep2,ave_Rep1_Rep2,ave_Rep1_Rep2,ave_Rep1_Rep2
measurement,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter
SELENBP1,P1P2,0.148332321,-0.017657981,9,P1P2,0.503673328,0.010494837,9,P1P2,0.58778854,-0.005540694,9
SELK,P1P2,0.558036472,-0.027486829,10,P1P2,0.092217575,-0.026377815,10,P1P2,0.13317294,-0.022549196,10
SELL,P1P2,0.816759347,-0.002993867,10,P1P2,0.318836467,-0.020072261,10,P1P2,0.476886393,-0.006624915,10
SELM,P1P2,0.779248802,0.003929095,10,P1P2,0.829481574,-0.012564199,10,P1P2,0.450596623,-0.002688443,10
SELO,P1P2,0.510971339,-0.043418086,10,P1P2,0.44580026,-0.040603301,10,P1P2,0.489973461,-0.044483686,10
SELP,P1P2,0.31309302,0.016394045,10,P1P2,0.807219831,-0.00734672,10,P1P2,0.518979165,0.012198052,10
SELPLG,P1P2,0.27549263,-0.00097525,10,P1P2,0.84402099,0.007919092,10,P1P2,0.573575109,-0.003492571,10
SELRC1,P1P2,0.808296367,-0.046776162,10,P1P2,0.020704176,-0.071464551,10,P1P2,0.466306571,-0.072444491,10
SELT,P1P2,0.925944998,0.003906944,10,P1P2,0.072020799,-0.037917566,10,P1P2,0.171392686,-0.019708568,10
SELV,P1P2,0.475553195,0.002624889,10,P1P2,0.060567355,-0.038876047,10,P1P2,0.612035589,-0.020147163,10
SEMA3A,P1P2,0.03236796,-0.062606382,10,P1P2,0.818275889,0.008881203,10,P1P2,0.060305584,-0.030489245,10
SEMA3B,P2,0.345157258,0.00055549,10,P1,0.30247665,-0.004608372,9,P1,0.121808661,-0.005564998,9
SEMA3C,P1P2,0.601028171,0.0112671,10,P1P2,0.254188181,-0.007780942,10,P1P2,0.781702201,-0.007596564,10
SEMA3D,ENST00000284136.6,0.941211423,0.014048933,10,ENST00000284136.6,0.230646854,-0.009549575,10,ENST00000284136.6,0.475264074,-0.00448863,10
SEMA3E,P1P2,0.581038301,-0.008463404,10,P1P2,0.852679319,0.020982834,10,P1P2,0.933273131,0.00301734,10
SEMA3F,P1P2,0.025343246,-0.024699615,10,P1P2,0.115515894,-0.041982311,10,P1P2,0.040555467,-0.04794242,10
SEMA3G,P1P2,0.501387526,0.011714058,10,P1P2,0.408236153,0.016989344,10,P1P2,0.338068984,0.019912033,10
SEMA4A,P1P2,0.177577084,-0.012401949,10,P1P2,0.514548968,-0.030491356,10,P1P2,0.206624693,-0.026203478,10
SEMA4B,P1,0.018114922,-0.032219089,10,P1,0.192985861,-0.020415881,10,P1,0.008132577,-0.027623591,10
SEMA4C,P1,0.285278559,-0.006004045,10,P1,0.242685153,-0.037320233,10,P1,0.77254945,-0.019766565,10
SEMA4D,P2,0.209051544,0.027093505,10,P1,0.44018103,-0.010153998,10,P2,0.180884221,0.015910699,10
SEMA4F,P1P2,0.91278206,0.014565921,10,P1P2,0.608431646,-0.013906492,10,P1P2,0.882043195,-0.006758196,10
SEMA4G,P1P2,0.310726515,0.012949519,10,P1P2,0.528246468,-0.009920282,10,P1P2,0.606122992,0.003201866,10
SEMA5A,P1P2,0.575172018,0.054179998,10,P1P2,0.994198646,-0.00071905,10,P1P2,0.504738304,0.033049552,10
SEMA5B,ENST00000451055.2,0.912205259,0.006148513,10,ENST00000451055.2,0.66064563,0.01254978,10,ENST00000451055.2,0.80775809,0.002750216,10
SEMA6A,P1P2,0.92941245,0.004795103,10,P1P2,0.543187742,-0.008515495,10,P1P2,0.585533087,-0.00501689,10
SEMA6B,P1P2,0.453703159,-0.010404007,10,P1P2,0.354958389,0.011482511,10,P1P2,0.928643254,0.00667905,10
SEMA6C,P1P2,0.494653205,-0.010059685,10,P1P2,0.818162886,-0.02815859,10,P1P2,0.656219441,0.001434944,10
SEMA6D,P1P2,0.182061574,-0.056782386,10,P1P2,0.579644902,-0.006183307,10,P1P2,0.067742697,-0.018285249,10
SEMA7A,P1P2,0.633703015,0.005125848,10,P1P2,0.220186201,-0.007512309,10,P1P2,0.581733885,-0.004799756,10
SEMG1,P1P2,0.365366389,-0.009287278,10,P1P2,0.743630965,0.001082035,10,P1P2,0.381421849,-0.011900625,10
SEMG2,P1P2,0.365366389,-0.009287278,10,P1P2,0.743630965,0.001082035,10,P1P2,0.381421849,-0.011900625,10
SENP1,P1P2,0.003854629,-0.048333203,10,P1P2,0.00302149,-0.055802736,10,P1P2,0.001016038,-0.048818847,10
SENP2,P1P2,0.242267026,0.010048878,10,P1P2,0.66867292,-0.009430163,10,P1P2,0.683161262,0.006814581,10
SENP3,P1P2,0.091550464,-0.031754122,9,P1P2,0.805994694,-0.005458502,9,P1P2,0.079719547,-0.015093048,9
SENP5,P1P2,0.156764856,-0.061071651,10,P1P2,0.154924761,0.002499564,10,P1P2,0.767428709,-0.008337047,10
SENP6,P1P2,0.232394859,-0.029470728,10,P1P2,0.280516723,-0.030011962,10,P1P2,0.073170224,-0.012589852,10
SENP7,P1P2,0.927331814,0.032315818,10,P1P2,0.455490021,0.016940409,10,P1P2,0.403666859,0.019537683,10
SENP8,P1P2,0.589940033,-0.016578672,10,P1P2,0.947940376,-0.026523614,10,P1P2,0.54477755,-0.027264722,10
15-Sep,P1P2,0.149980427,-0.028236344,10,P1P2,0.159015796,-0.020171927,10,P1P2,0.011838571,-0.012615261,10
SEPHS1,P1P2,0.242267026,-0.04305294,10,P1P2,0.000697756,-0.073555614,10,P1P2,0.003086382,-0.065827052,10
SEPHS2,P1P2,0.025077748,-0.037591442,10,P1P2,6.65E-05,-0.094273286,10,P1P2,0.003972088,-0.092556026,10
SEPN1,P2,0.186241619,-0.023689549,10,P1,0.330913338,-0.025151478,10,P2,0.205267185,-0.015474261,10
SEPP1,P1P2,0.037882294,-0.029314941,10,P1P2,0.637007594,0.00191097,10,P1P2,0.178240669,-0.010225618,10
SEPSECS,P1P2,0.449855608,-0.012637396,10,P1P2,0.041982464,-0.064179353,10,P1P2,0.06507092,-0.044555213,10
1-Sep,P2,0.037533975,0.033295718,10,P1,0.428471444,-0.049200716,10,P2,0.04413484,0.007124412,10
10-Sep,P1P2,0.494469386,0.009762915,10,P1P2,0.82427043,-0.003991081,10,P1P2,0.761208463,0.006277885,10
11-Sep,P1P2,0.317916844,-0.021964145,9,P1P2,0.936136859,-0.00896259,10,P1P2,0.683590262,-0.017689544,9
12-Sep,P1P2,0.249548077,-0.011938171,10,P1P2,0.360583711,-0.044494144,10,P1P2,0.947871274,-0.031013024,10
14-Sep,P1P2,0.94584214,-0.00244561,10,P1P2,0.962768501,-0.003598523,10,P1P2,0.964808172,0.010356328,10
2-Sep,P1P2,0.182014693,0.015995924,9,P1P2,0.952445487,0.009837693,9,P1P2,0.513439341,0.016787184,9
3-Sep,P1P2,0.477354641,0.01325931,10,P1P2,0.897367747,0.003965573,10,P1P2,0.498434732,0.00828236,10
4-Sep,P1,0.012833562,-0.057830564,10,P2,0.234287259,-0.006731603,10,P1,0.039931846,-0.036809632,10
5-Sep,P2,0.028470093,0.034589885,10,P2,0.588233704,0.021138778,10,P2,0.06730576,0.030935927,10
6-Sep,P1P2,0.341232138,0.018672898,10,P1P2,0.28737843,0.019318131,10,P1P2,0.17805295,0.009377175,10
7-Sep,P1P2,0.905287339,0.009681185,10,P1P2,0.645334473,0.005456063,10,P1P2,0.613466582,-0.012212645,10
8-Sep,P1P2,0.819019799,0.009650466,10,P1P2,0.702556291,-0.009059504,10,P1P2,0.933273131,-0.004505361,10
9-Sep,P1P2,0.68550996,0.044125979,10,P1P2,0.841063196,0.015765255,10,P1P2,0.851800647,0.023690659,10
SEPW1,P1P2,0.504076217,-0.016136785,10,P1P2,0.225985834,-0.011452814,10,P1P2,0.544390753,-0.028930426,10
SERAC1,P1P2,0.15587249,-0.022515994,10,P1P2,0.940648453,-0.01811908,10,P1P2,0.08243559,-0.010455161,10
SERBP1,P1P2,0.242091326,-0.035219707,10,P1P2,0.312106393,-0.013550794,10,P1P2,0.15462989,-0.029034303,10
SERF1A,ENST00000317633.9,0.10117799,-0.038376545,10,ENST00000317633.9,0.371067091,-0.030204305,10,ENST00000317633.9,0.15294929,-0.040010316,10
SERF1B,ENST00000380751.5,0.432431087,-0.016737881,10,ENST00000380751.5,0.807107209,-0.029196693,10,ENST00000380751.5,0.556640019,-0.023254785,10
SERF2,P1,0.377666242,-0.119670278,10,P1,0.001638766,-0.132772913,10,P1,0.009977119,-0.128787197,10
SERGEF,P1P2,0.530231619,-0.032724381,10,P1P2,0.692451974,0.026494526,9,P1P2,0.561837772,0.018849198,9
SERHL2,P1P2,0.284361491,-0.040204993,10,P1P2,0.262146997,-0.032270058,10,P1P2,0.099552255,-0.029530572,10
SERINC1,P1P2,0.157105823,-0.024874808,10,P1P2,0.425931701,-0.040327724,10,P1P2,0.190168846,-0.030684718,10
SERINC2,P1P2,0.247877307,0.015287553,10,P1P2,0.659381695,-0.017082364,10,P1P2,0.206415422,-0.004344476,10
SERINC3,P1P2,0.595774769,-0.022321852,10,P1P2,0.56333317,0.007549617,10,P1P2,0.844272145,0.003864733,10
SERINC4,P1P2,0.549368762,-0.03399645,10,P1P2,0.349988215,-0.068099259,10,P1P2,0.440522116,-0.056373937,10
SERINC5,P1P2,0.832726978,0.02735122,10,P1P2,0.400532243,0.018153664,10,P1P2,0.867584988,0.022752442,10
SERP1,P1P2,0.380425024,0.0087095,10,P1P2,0.445279856,0.018270505,10,P1P2,0.693452374,0.015749214,10
SERP2,P1P2,0.929250544,0.011971385,9,P1P2,0.381701989,-0.023854997,9,P1P2,0.281674641,-0.001528425,9
SERPINA1,P1,0.021178535,-0.095922574,10,P2,0.305470621,-0.004864802,10,P1,0.030759648,-0.043289858,10
SERPINA10,P1P2,0.667531524,-0.030956033,10,P1P2,0.240522394,-0.006906034,10,P1P2,0.263995606,-0.009700423,10
SERPINA11,P1P2,0.218481089,0.005147076,10,P1P2,0.27211312,-0.019160257,10,P1P2,0.70704548,-0.005795959,10
SERPINA12,P1P2,0.014672892,-0.041858522,10,P1P2,0.111437834,-0.015267476,10,P1P2,0.02036963,-0.03639959,10
SERPINA3,P2,0.543080649,-0.031186618,10,P2,0.746712613,0.007934278,10,P1,0.772103771,0.01142588,10
SERPINA4,P1P2,0.931493569,0.006929047,10,P1P2,0.326090508,-0.008157871,10,P1P2,0.610606075,-0.009619221,10
SERPINA5,P1,0.494653205,0.016999051,10,P2,0.021294585,-0.025242592,10,P2,0.12827807,-0.019846958,10
SERPINA6,P1P2,0.684761658,-0.043233391,10,P1P2,0.61977315,-0.050698783,10,P1P2,0.347551489,-0.052857193,10
SERPINA7,P1P2,0.6924876,0.008601893,9,P1P2,0.1390324,-0.012543001,9,P1P2,0.52118624,-0.008764377,9
SERPINA9,P1P2,0.796485989,0.010613363,10,P1P2,0.804630525,0.009514818,10,P1P2,0.775894422,0.008967673,10
SERPINB1,P1P2,0.928025304,-0.058622531,10,P1P2,0.056196907,-0.049015033,10,P1P2,0.12886383,-0.050704857,10
SERPINB10,P1P2,0.048945196,-0.00622521,10,P1P2,0.104179761,-0.022211265,10,P1P2,0.024438978,-0.00988307,10
SERPINB11,P1P2,0.972035529,0.015150862,10,P1P2,0.696094992,-0.004766535,10,P1P2,0.863919907,0.006528009,10
SERPINB12,ENST00000269491.1,0.253592416,0.007616131,9,ENST00000269491.1,0.557918574,0.003766005,9,ENST00000269491.1,0.373191565,-0.001172503,9
SERPINB13,P1P2,0.105238962,-0.010172687,10,P1P2,0.474411763,0.00775552,10,P1P2,0.468626465,-0.0065735,10
SERPINB2,P2,0.253094349,-0.008986309,10,P2,0.346699419,0.030914564,10,P1,0.321025693,-0.006676641,10
SERPINB3,P1P2,0.577662498,0.01379544,9,P1P2,0.746915373,0.009105758,9,P1P2,0.448891477,0.005585242,9
SERPINB4,P1P2,0.224788408,-0.016467912,9,P1P2,0.44774978,-0.022894077,9,P1P2,0.16667382,-0.021864425,9
SERPINB5,P1P2,0.423951761,-0.013429131,10,P1P2,0.606601228,-0.024798732,10,P1P2,0.207778434,-0.017907721,10
SERPINB6,P1P2,0.918206196,0.017728994,10,P1P2,0.301235115,0.003907949,10,P1P2,0.459562034,0.001756802,10
SERPINB7,P1,0.575767309,-0.014542359,10,P2,0.005181188,-0.021048394,10,P2,0.057610856,-0.018740563,10
SERPINB8,P1P2,0.409101547,-0.016462117,10,P1P2,0.697062795,-0.003582203,10,P1P2,0.269261207,-0.007975466,10
SERPINB9,P1P2,0.353923613,0.002657865,10,P1P2,0.01377345,-0.03164651,10,P1P2,0.551373912,-0.016052918,10
SERPINC1,P1P2,0.957658388,0.001145232,10,P1P2,0.445626754,-0.008916255,10,P1P2,0.780584364,0.007577816,10
SERPIND1,P1P2,0.048083176,-0.043316495,10,P1P2,0.131442431,-0.020033731,10,P1P2,0.007863544,-0.027785791,10
SERPINE1,P1P2,0.843297156,0.011360047,10,P1P2,0.181844309,-0.017723205,10,P1P2,0.791558376,-0.005334869,10
SERPINE2,P1P2,0.287448125,-0.067358905,10,P1P2,0.985033253,-0.014297109,10,P1P2,0.601857477,-0.027401899,10
SERPINE3,P1P2,0.650684388,-0.021374859,10,P1P2,0.817823897,0.001487452,10,P1P2,0.781255012,-0.024912324,10
SERPINF1,P1P2,0.343895133,0.040675349,10,P1P2,0.728394386,-0.009275422,10,P1P2,0.277551631,0.019995632,10
SERPINF2,P1P2,0.197633203,-0.041518927,10,P1P2,0.477651926,-0.040777524,10,P1P2,0.344718873,-0.050771432,10
SERPING1,P1P2,0.710373144,-0.001351046,10,P1P2,0.116325128,0.019596571,10,P1P2,0.3793658,0.005714029,10
SERPINH1,P1P2,0.53271259,-0.01660302,10,P1P2,0.069169739,-0.043096179,10,P1P2,0.371209983,-0.043470945,10
SERPINI1,P1P2,0.975515413,-0.008432043,10,P1P2,0.453122201,-0.002172051,10,P1P2,0.943234812,0.007769305,10
SERPINI2,P1P2,0.435507519,0.011838129,10,P1P2,0.412286777,-0.008339333,10,P1P2,0.968058395,0.006535099,10
SERTAD1,P1P2,0.090845871,0.015130648,10,P1P2,0.548117635,-0.018179837,10,P1P2,0.13805635,0.004638176,10
SERTAD2,P1P2,0.22793176,-0.046435691,10,P1P2,0.150583545,-0.025234399,10,P1P2,0.129157488,-0.041031652,10
SERTAD3,P1P2,0.386777158,-0.03205924,10,P1P2,0.872911303,0.005053976,10,P1P2,0.333973141,-0.005815269,10
SERTAD4,P1P2,0.607115646,-0.014215419,10,P1P2,0.919497541,0.013305327,10,P1P2,0.507905776,-0.001529214,10
SERTM1,P1P2,0.026262253,-0.03909976,10,P1P2,0.855531391,0.002043969,10,P1P2,0.109631958,-0.014260592,10
SESN1,ENST00000436639.2,0.017265402,0.022704174,10,ENST00000436639.2,0.039411021,0.023411604,10,ENST00000436639.2,0.001926011,0.023773412,10
SESN2,P1P2,0.016398826,0.016540696,10,P1P2,0.000410015,0.054494022,10,P1P2,0.000641095,0.044577435,10
SESN3,P1P2,0.126070019,-0.025458129,10,P1P2,0.087996268,-0.029957328,10,P1P2,0.04991654,-0.027364452,10
SESTD1,P1P2,0.361756387,0.007441017,10,P1P2,0.66867292,-0.012275033,10,P1P2,0.985942665,0.006742524,10
SET,P1P2,0.528612624,0.024499731,10,P1P2,0.202501186,-0.010245383,10,P1P2,0.938600272,0.014543916,10
SETBP1,P1P2,0.904480706,-0.025700275,10,P1P2,0.080398151,-0.05549058,10,P1P2,0.393739665,-0.042796877,10
SETD1A,P1P2,0.063987671,-0.090134285,10,P1P2,0.009767258,-0.144465786,10,P1P2,0.016401918,-0.117300036,10
SETD1B,P1P2,0.226476336,-0.099762747,10,P1P2,0.077938089,-0.073570417,10,P1P2,0.055758623,-0.081580518,10
SETD2,P1P2,0.904365481,-0.004764692,10,P1P2,0.044462982,-0.026184685,10,P1P2,0.153619855,-0.00884577,10
SETD3,P1P2,0.157105823,-0.006467507,10,P1P2,0.014365383,-0.03806849,10,P1P2,0.027678482,-0.016192651,10
SETD4,P1P2,0.172854288,0.030379741,10,P1P2,0.88196912,0.012577527,10,P1P2,0.258187856,0.009138208,10
SETD5,P1P2,0.875972536,0.01426717,10,P1P2,0.027885697,0.022342752,10,P1P2,0.063476773,0.00753205,10
SETD6,P1P2,0.848308078,3.22E-05,10,P1P2,0.788916707,-0.0094364,10,P1P2,0.465238004,-0.005065578,10
SETD7,P1P2,0.375860056,-0.026718307,10,P1P2,0.032437469,-0.043397363,10,P1P2,0.063643044,-0.033182009,10
SETD8,P2,0.203982356,0.047550927,10,P1,0.134179375,-0.101183311,10,P1,0.048771917,-0.075309116,10
SETD9,P1P2,0.487146671,0.04045567,10,P1P2,0.961957208,-0.004513317,10,P1P2,0.641972866,0.024629558,10
SETDB1,P1P2,0.006004025,-0.062426114,10,P1P2,0.000803788,-0.048397119,10,P1P2,0.002241091,-0.054200082,10
SETDB2,P1P2,0.510036695,0.0039366,10,P1P2,0.200909063,-0.007689257,10,P1P2,0.664870531,-0.007044527,10
SETMAR,P1P2,0.788190223,-0.011833516,10,P1P2,0.011153135,0.029226319,10,P1P2,0.133398823,0.007226856,10
SETX,P1P2,0.653620093,0.009017072,10,P1P2,0.127001421,0.026532387,10,P1P2,0.440349557,0.023090851,10
SEZ6,P2,0.003620661,0.03106967,9,P2,0.121564925,0.003913208,9,P2,0.006925764,0.023463723,9
SEZ6L,P1P2,0.874138408,0.004827262,10,P1P2,0.743411004,0.000341849,10,P1P2,0.925403767,0.001204647,10
SEZ6L2,P1P2,0.258693903,-0.019306741,10,P1P2,0.665922419,-0.012023572,10,P1P2,0.182407834,-0.01419033,10
SF1,P1P2,0.134643642,-0.129038008,10,P1P2,0.002593973,-0.037039344,9,P1P2,0.01430318,-0.032927427,9
SF3A1,P1,4.68E-06,-0.317845198,9,P1,1.83E-06,-0.404775541,10,P1,4.82E-06,-0.307010904,9
SF3A2,P1,0.00074973,-0.327005985,9,P1,0.000139333,-0.333524111,9,P1,0.000159835,-0.330265048,9
SF3A3,P1P2,0.007767049,-0.033070159,10,P1P2,0.01595713,-0.126813791,10,P1P2,0.041886116,-0.108425921,10
SF3B1,P1P2,1.12E-06,-0.119893944,10,P1P2,1.42E-05,-0.120964085,10,P1P2,1.25E-06,-0.117072028,10
SF3B14,P1P2,0.787518631,0.009788267,10,P1P2,0.183947154,-0.037864109,10,P1P2,0.589745559,-0.013794051,10
SF3B2,P1P2,1.61E-07,-0.233275522,10,P1P2,6.23E-08,-0.268769935,10,P1P2,6.53E-08,-0.243208895,10
SF3B3,P1P2,6.13E-08,-0.188454541,10,P1P2,5.21E-08,-0.19650008,10,P1P2,5.29E-08,-0.190338914,10
SF3B4,P1P2,2.10E-07,-0.225722481,10,P1P2,5.18E-08,-0.23637249,10,P1P2,5.48E-08,-0.202567573,10
SF3B5,P1P2,0.000185967,-0.193002938,8,P1P2,0.000301433,-0.254366995,8,P1P2,0.000222366,-0.223486291,8
SFI1,P1P2,0.936351311,-0.00585179,10,P1P2,0.988049552,0.007339066,10,P1P2,0.959237749,0.00254703,10
SFMBT1,P1P2,0.722106066,-0.004139881,10,P1P2,0.1906592,0.006288616,10,P1P2,0.359945643,-0.00095992,10
SFMBT2,P2,0.344785739,0.009685428,10,P2,0.37661442,-0.028794575,10,P2,0.384439118,-0.011799469,10
SFN,P1P2,0.662248262,-0.000871054,10,P1P2,0.402164015,0.025510404,10,P1P2,0.955525223,0.014808351,10
SFPQ,P1P2,2.31E-05,-0.138723775,10,P1P2,5.80E-07,-0.140497905,10,P1P2,2.05E-06,-0.138649528,10
SFR1,P1P2,0.018926811,-0.050980794,10,P1P2,0.017764723,-0.045754875,10,P1P2,0.001926011,-0.044163462,10
SFRP1,P1P2,0.944684283,0.000142921,10,P1P2,0.061007448,0.023611823,10,P1P2,0.289447572,0.012481699,10
SFRP2,P1P2,0.786847198,-0.006685911,10,P1P2,0.405521589,-0.004743157,10,P1P2,0.457796277,-0.004488221,10
SFRP4,P1P2,0.653620093,0.018265351,10,P1P2,0.933361503,0.000489634,10,P1P2,0.834711038,0.00399311,10
SFRP5,P1P2,0.952559889,0.020831388,10,P1P2,0.531389577,-0.008845096,10,P1P2,0.787298111,0.014280573,10
SFSWAP,P1P2,0.001879831,-0.07695444,10,P1P2,0.011823804,-0.060792034,10,P1P2,0.000700374,-0.068797761,10
SFT2D1,P1P2,0.446982123,0.008528343,10,P1P2,0.952109186,-0.003199116,10,P1P2,0.607344191,-0.003726783,10
SFT2D2,P1P2,0.139329501,-0.037865192,10,P1P2,0.492106378,-0.013234764,10,P1P2,0.124306833,-0.023147063,10
SFT2D3,P1P2,0.322535083,-0.01843272,10,P1P2,0.340549312,-0.008836594,10,P1P2,0.175625977,-0.019150649,10
SFTA2,P1P2,0.826546747,-0.009414784,9,P1P2,0.621448169,-0.009971993,9,P1P2,0.554203078,-0.0068284,9
SFTA3,P1P2,0.231656192,-0.041489353,10,P1P2,0.540682988,-0.0160554,10,P1P2,0.360557252,-0.033682316,10
SFTPA1,"ENST00000372308.3,ENST00000398636.3,ENST00000428376.2",0.932418662,-0.012096958,10,"ENST00000372308.3,ENST00000398636.3,ENST00000428376.2",0.230420671,0.009961743,10,"ENST00000372308.3,ENST00000398636.3,ENST00000428376.2",0.692377701,0.011448827,10
SFTPA2,P1P2,0.64295188,0.009919488,10,P1P2,0.880706952,0.014156842,10,P1P2,0.816341772,0.011767142,10
SFTPB,P2,0.411416804,0.036666352,10,P1,0.065046381,-0.03526613,10,P1,0.137207331,-0.017036859,10
SFTPC,P1P2,0.222370299,-0.041416271,10,P1P2,0.419872278,-0.038940328,10,P1P2,0.198983881,-0.036766465,10
SFTPD,P1P2,0.972847456,0.013383779,10,P1P2,0.119952638,-0.007490447,10,P1P2,0.396815776,-0.002565594,10
SFXN1,P1P2,3.54E-05,-0.103622745,10,P1P2,2.20E-05,-0.098706669,10,P1P2,2.84E-05,-0.099613989,10
SFXN2,P1P2,0.375860056,0.029453413,10,P1P2,0.159791884,-0.067917218,10,P1P2,0.613875708,-0.023140731,10
SFXN3,P2,0.660139637,-0.034627586,10,P1,0.151203896,0.023244717,10,P1,0.273703921,0.016498968,10
SFXN4,P1P2,0.771003886,0.010948896,10,P1P2,0.407000921,-0.001842292,10,P1P2,0.70704548,0.000236189,10
SFXN5,P1P2,0.306304019,-0.031597201,10,P1P2,0.680571746,-0.00425481,10,P1P2,0.228898983,-0.01124969,10
SGCA,P2,0.170211002,0.028744056,10,P1,0.082920919,-0.035503865,10,P1,0.250182782,-0.013531897,10
SGCB,P1P2,0.107380891,-0.002665751,10,P1P2,0.100664107,-0.027574751,10,P1P2,0.053558411,-0.012004096,10
SGCD,P1P2,0.771671444,0.018579083,10,P1P2,0.919728419,0.002784821,10,P1P2,0.663390312,0.012949898,10
SGCE,P1P2,0.574577019,0.011842419,10,P1P2,0.691048974,0.00186182,10,P1P2,0.647614209,0.006851221,10
SGCG,P1P2,0.094960212,-0.042089189,9,P1P2,0.013450955,-0.041307574,9,P1P2,0.005840977,-0.038109687,9
SGCZ,P1P2,0.856292569,0.005313329,10,P1P2,0.920651996,-0.001923498,10,P1P2,0.870564967,-0.004781541,10
SGIP1,P1P2,0.895269247,-0.002121486,10,P1P2,0.295962386,-0.009934767,10,P1P2,0.449897668,-0.013183158,10
SGK1,P1,0.513780632,-0.01387968,10,P2,0.365956152,-0.022711235,10,P2,0.388912144,-0.01037713,10
SGK2,P1P2,0.450204619,0.023915466,10,P1P2,0.675037177,-0.010493123,10,P1P2,0.97270248,0.018902423,10
SGK223,P1P2,0.486403004,-0.027411,9,P1P2,0.094948263,-0.016491854,10,P1P2,0.134425747,-0.018410561,9
SGK3,ENST00000345714.4,0.223911155,0.008044892,9,"ENST00000396596.1,ENST00000522398.1",0.110785606,-0.048680624,10,"ENST00000396596.1,ENST00000522398.1",0.03505283,-0.035976358,10
SGK494,P1P2,0.019367247,-0.047562875,9,P1P2,0.180528743,-0.019594469,9,P1P2,0.003385796,-0.021528882,9
SGMS1,P1P2,0.046685532,-0.099866166,10,P1P2,0.195634491,-0.060412401,10,P1P2,0.025301987,-0.081781936,10
SGMS2,P1P2,0.184792285,-0.040256152,10,P1P2,0.801930924,-0.008650587,10,P1P2,0.558400821,-0.030959686,10
SGOL1,P1P2,6.21E-06,-0.25023582,10,P1P2,2.23E-06,-0.263625769,10,P1P2,3.92E-06,-0.250903706,10
SGOL2,P1P2,0.165813772,-0.027868431,10,P1P2,0.426777304,-0.019208202,10,P1P2,0.29104152,-0.021509586,10
SGPL1,P1P2,0.831138335,-0.002978208,10,P1P2,0.400776754,-0.007935888,10,P1P2,0.644686515,0.00219383,10
SGPP1,P1P2,0.71662585,-0.008697754,9,P1P2,0.902631124,-0.018837776,9,P1P2,0.473157041,-0.006396094,9
SGPP2,P1P2,0.298259919,0.008189076,10,P1P2,0.899324194,0.000614937,10,P1P2,0.252831651,-0.000275145,10
SGSH,P1P2,0.171939365,0.041437843,10,P1P2,0.745611556,0.002420708,10,P1P2,0.431089142,0.020057455,10
SGSM1,P1P2,0.760900317,-0.000419399,10,P1P2,0.754876367,0.01038863,10,P1P2,0.808209296,0.006991302,10
SGSM2,P1P2,0.507331293,-0.015024808,10,P1P2,0.681638073,-0.010524061,10,P1P2,0.372457593,-0.01858671,10
SGSM3,P1P2,0.0617858,0.015649991,10,P1P2,0.628932771,-0.029084134,10,P1P2,0.567047941,0.022898006,10
SGTA,P1P2,0.949548039,0.012967366,10,P1P2,0.307603115,-0.035609454,10,P1P2,0.27344871,-0.011321044,10
SGTB,P1P2,0.656981758,-0.009782519,10,P1P2,0.274788428,0.016935766,10,P1P2,0.870564967,0.013218894,10
SH2B1,P1P2,0.728434372,-0.010954798,10,P1P2,0.730361577,-0.010177816,10,P1P2,0.724659971,-0.002992342,10
SH2B2,P1P2,0.765891611,0.017989498,10,P1P2,0.054239363,-0.040349519,10,P1P2,0.070821553,-0.005120318,10
SH2B3,P1P2,0.029224973,-0.032627231,9,P1P2,0.955254151,0.001665842,9,P1P2,0.090035598,-0.010391149,9
SH2D1A,P1P2,0.523024928,0.019378833,9,P1P2,0.992342263,0.031404593,10,P1P2,0.941383379,0.012129621,9
SH2D1B,P1P2,0.201969644,-0.014210869,10,P1P2,0.331709534,0.022954382,10,P1P2,0.828123462,-0.008065324,10
SH2D2A,P1,0.387495801,0.00853413,10,P2,0.227774827,-0.026925137,10,P2,0.216093735,-0.014961904,10
SH2D3A,P1P2,0.261155075,-0.029563736,10,P1P2,0.695235137,-0.025457461,10,P1P2,0.441731108,-0.021320671,10
SH2D3C,P1,0.422099444,-0.009025198,10,P1,0.233829995,-0.02464168,10,P1,0.153619855,-0.016833439,10
SH2D4A,P1P2,0.833862142,0.005684799,10,P1P2,0.422979798,0.00710505,10,P1P2,0.590147474,0.013703988,10
SH2D4B,P1P2,0.090457573,0.014449738,10,P1P2,0.107887806,-0.015592677,10,P1P2,0.408108288,0.003975983,10
SH2D5,P1P2,0.858333695,-0.019974654,9,P1P2,0.636358713,-0.02765613,9,P1P2,0.686297597,-0.023815392,9
SH2D6,P1P2,0.330567992,0.016888771,10,P1P2,0.886561326,0.002688259,10,P1P2,0.472207974,0.00961301,10
SH2D7,P1P2,0.206009625,-0.018994041,10,P1P2,0.366882132,-0.003778575,10,P1P2,0.101847627,-0.003213362,10
SH3BGR,P1,0.05309361,-0.011010949,10,P2,0.508183286,0.00470103,9,P1,0.173683811,-0.01167838,10
