replicate,Rep1,Rep1,Rep1,Rep1,Rep2,Rep2,Rep2,Rep2,ave_Rep1_Rep2,ave_Rep1_Rep2,ave_Rep1_Rep2,ave_Rep1_Rep2
measurement,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter
SH3BGRL,P1P2,0.432345811,-0.012274201,10,P1P2,0.065704955,-0.038385633,10,P1P2,0.193440161,-0.022981119,10
SH3BGRL2,P1P2,0.525382201,0.002163564,10,P1P2,0.856786903,-0.021922218,10,P1P2,0.713768922,-0.005702184,10
SH3BGRL3,P1P2,0.157618326,-0.010696367,10,P1P2,0.505861865,-0.008308059,10,P1P2,0.453925048,-0.011558609,10
SH3BP1,P1P2,0.679521374,-0.008948732,9,P1P2,0.223042795,-0.019149583,9,P1P2,0.313848987,-0.021374571,9
SH3BP2,P1,0.022159521,-0.037533961,10,P2,0.029120424,0.013735084,9,P1,0.022615869,-0.013761048,10
SH3BP4,P1P2,0.409597019,0.028693665,10,P1P2,0.727848261,-0.001939848,10,P1P2,0.494562366,0.010858736,10
SH3BP5,P2,0.102303496,0.024212085,10,P2,0.242392092,-0.005072403,10,P1,0.334264636,-0.019980754,10
SH3BP5L,P1P2,0.143104209,-0.02539378,10,P1P2,0.836289975,0.005376939,10,P1P2,0.152531319,-0.005544484,10
SH3D19,P1,0.564408564,0.057142626,10,P2,0.363724395,0.006457093,10,P1,0.42768823,0.022228612,10
SH3D21,P1P2,0.192619207,-0.010646516,10,P1P2,0.123739104,0.014790535,10,P1P2,0.881123992,0.006887676,10
SH3GL1,P1P2,0.232337979,-0.000990182,10,P1P2,0.779529028,0.009954007,10,P1P2,0.425316916,-0.001250226,10
SH3GL2,P1P2,0.062030522,-0.028718745,9,P1P2,0.077716267,0.029808923,9,P1P2,0.917715216,-0.009201457,9
SH3GL3,P1P2,0.473935087,-0.011203392,10,P1P2,0.552777641,0.00605295,10,P1P2,0.718989508,-0.002388856,10
SH3GLB1,P1P2,0.682625357,0.007962818,10,P1P2,0.779194339,-0.000678493,10,P1P2,0.94207599,0.007408203,10
SH3GLB2,P1P2,0.086060844,-0.032457851,10,P1P2,0.468324533,-0.040693004,10,P1P2,0.21254694,-0.040789235,10
SH3KBP1,P1P2,0.101420503,-0.07551877,10,P1P2,0.184427575,-0.099207436,10,P1P2,0.145477576,-0.109134341,10
SH3PXD2A,ENST00000355946.2,0.558123159,0.02006809,9,ENST00000355946.2,0.731293294,0.002963163,9,ENST00000355946.2,0.493077818,0.008402938,9
SH3PXD2B,P1P2,0.749513494,-0.012334307,10,P1P2,0.240580668,0.005565357,10,P1P2,0.392932568,0.003027103,10
SH3RF1,P1P2,0.101059738,-0.020492726,9,P1P2,0.431867258,-0.005553854,9,P1P2,0.074483536,-0.012309103,9
SH3RF2,P1P2,0.800305343,-0.018975625,10,P1P2,0.821215303,-0.026287073,10,P1P2,0.974792629,-0.008215654,10
SH3RF3,P1P2,0.246629378,0.01192078,10,P1P2,0.918920377,-0.021561032,10,P1P2,0.365010904,-0.012730577,10
SH3TC1,P1P2,0.109492701,-0.009669822,10,P1P2,0.956279308,-0.00942918,10,P1P2,0.219136393,-0.006607273,10
SH3TC2,P1P2,0.851728147,-0.011764245,10,P1P2,0.826761765,-0.005177269,10,P1P2,0.737363612,-0.001129985,10
SH3YL1,P1P2,0.249129649,-0.014424503,10,P1P2,0.645230109,-0.054908986,10,P1P2,0.304142425,-0.02722805,10
SHANK1,P1P2,0.082968263,-0.011700268,10,P1P2,0.507257771,-0.012896148,10,P1P2,0.063021378,-0.008387773,10
SHANK2,ENST00000338508.4,0.414238617,0.01389639,10,ENST00000338508.4,0.320817171,-0.023087621,10,ENST00000338508.4,0.275494959,0.003049552,10
SHANK3,P1P2,0.840111674,-3.68E-05,10,P1P2,0.05765549,-0.031995958,10,P1P2,0.697757218,-0.012462017,10
SHARPIN,P1P2,0.990367344,-0.013287513,10,P1P2,0.376222096,-0.005514936,10,P1P2,0.570010421,-0.006848231,10
SHB,P1P2,0.245681534,-0.046046892,10,P1P2,0.638669351,-0.025961917,10,P1P2,0.586334385,-0.024480438,10
SHBG,P1P2,0.732809561,0.005838309,10,P1P2,0.516615265,-0.022886398,10,P1P2,0.840627032,-0.008297292,10
SHC1,P1,0.020582831,-0.02938729,10,P2,0.234401674,0.027983379,10,P2,0.012418318,0.020134308,10
SHC2,P1P2,0.422435876,0.037527575,10,P1P2,0.402164015,-0.011725887,10,P1P2,0.697972717,0.003612658,10
SHC3,P1P2,0.603662694,0.010405795,10,P1P2,0.618132661,0.017274131,10,P1P2,0.502323164,0.011929987,10
SHC4,ENST00000332408.4,0.471264357,-0.040005225,9,ENST00000332408.4,0.014797623,0.047138557,8,ENST00000332408.4,0.123875608,0.007556768,8
SHCBP1,P1P2,0.462959411,-0.018588918,10,P1P2,0.936830821,-0.004254323,10,P1P2,0.420933473,-0.004462453,10
SHCBP1L,P1P2,0.386378264,0.027400666,10,P1P2,0.435629421,-0.005965764,10,P1P2,0.813628702,-0.000878234,10
SHD,P1P2,0.089136393,-0.034512591,10,P1P2,0.030275894,-0.025961102,10,P1P2,0.009752472,-0.02598732,10
SHE,P1P2,0.691829279,-0.009707867,10,P1P2,0.057064527,-0.045833703,10,P1P2,0.427009927,-0.022875017,10
SHF,P1,0.639828005,-0.005797668,10,P2,0.473513865,-0.046935568,10,P1,0.561145214,-0.007441449,10
SHFM1,P1P2,4.85E-08,-0.500573886,10,P1P2,4.65E-08,-0.520091457,10,P1P2,4.70E-08,-0.507143424,10
SHH,P2,0.008421519,-0.052803386,10,P2,0.223763725,-0.042883422,10,P2,0.010931603,-0.047433934,10
SHISA2,P1P2,0.970275085,-0.0080638,9,P1P2,0.166250053,-0.023511524,9,P1P2,0.65054316,-0.014596475,9
SHISA3,P1P2,0.018604135,-0.077919768,10,P1P2,0.035882161,-0.079928311,10,P1P2,0.009678597,-0.077075031,10
SHISA4,P1P2,0.345901063,0.00374221,10,P1P2,0.004529245,-0.018667339,10,P1P2,0.07979625,-0.027233561,10
SHISA5,P1P2,0.843980095,0.018988243,10,P1P2,0.787461808,-0.00820637,10,P1P2,0.974095892,0.008999204,10
SHISA6,P1P2,0.504633447,-0.046145135,10,P1P2,0.771730387,-0.022694535,10,P1P2,0.639680428,-0.036862379,10
SHISA7,P1P2,0.934731791,-0.01403506,10,P1P2,0.86970487,0.003175359,10,P1P2,0.669106918,-0.005276688,10
SHISA8,P1P2,0.321256056,0.008445343,10,P1P2,0.718368018,0.007012574,10,P1P2,0.720296718,0.006036381,10
SHISA9,P1P2,0.03171515,-0.00563033,10,P1P2,0.246695534,0.009514586,10,P1P2,0.486683687,-0.006815207,10
SHKBP1,P1P2,0.797496524,-0.022602851,10,P1P2,0.1428928,-0.067011202,10,P1P2,0.295320863,-0.048163641,10
SHMT1,P1P2,0.410258205,0.01325928,10,P1P2,0.341729404,0.011669935,10,P1P2,0.308134088,0.021473714,10
SHMT2,P1P2,0.000553943,-0.124091795,9,P1P2,0.000282097,-0.121704397,9,P1P2,0.000327019,-0.122898096,9
SHOC2,P1P2,0.982708575,0.014557159,10,P1P2,0.187621665,-0.021641612,10,P1P2,0.613057576,-0.017508952,10
SHOX,P1P2,0.96704864,-0.058043835,10,P1P2,0.762402438,-0.040892329,10,P1P2,0.766983904,-0.053668633,10
SHOX2,P1P2,0.047315053,-0.030716079,10,P1P2,0.404947162,0.016631554,10,P1P2,0.270398864,-0.006540801,10
SHPK,P1P2,0.130154372,-0.007615725,10,P1P2,0.929893451,0.002468571,10,P1P2,0.373551381,-0.010163536,10
SHPRH,P1P2,0.540383012,-0.009868024,10,P1P2,0.059302021,-0.009098368,10,P1P2,0.187425289,-0.025521022,10
SHQ1,P1P2,0.761011127,-0.001496834,10,P1P2,0.531675784,0.000346418,10,P1P2,0.88940244,-0.005816847,10
SHROOM1,P1P2,0.049786258,0.016035374,10,P1P2,0.412452613,-0.014280425,10,P1P2,0.200004183,0.003460881,10
SHROOM2,P1P2,0.613128363,0.014328989,10,P1P2,0.294486443,-0.016495711,10,P1P2,0.882043195,0.003609092,10
SHROOM3,ENST00000296043.6,0.789085924,0.005470259,10,ENST00000296043.6,0.854048075,-0.007933112,10,ENST00000296043.6,0.989427717,-0.002600201,10
SHROOM4,P1P2,0.022951547,-0.14170622,10,P1P2,0.889411717,-0.059188392,9,P1P2,0.243651732,-0.056666797,9
SI,P1P2,0.501572708,0.038181222,10,P1P2,0.643665493,-0.011192642,10,P1P2,0.79021235,0.018133122,10
SIAE,P1P2,0.23327502,0.038068766,9,P1P2,0.017507801,-0.045760551,10,P1P2,0.840501928,0.007333571,9
SIAH1,P1P2,0.610475449,-0.018199408,10,P1P2,0.390664866,-0.008568453,10,P1P2,0.532659419,-0.016727211,10
SIAH2,P1P2,0.912320616,0.004308007,10,P1P2,0.380235628,-0.015795353,10,P1P2,0.40695402,-0.024742998,10
SIAH3,P1P2,0.834884086,-0.018018521,10,P1P2,0.104086825,-0.01435479,10,P1P2,0.252710826,-0.021708881,10
SIDT1,P1P2,0.324817098,0.002886936,10,P1P2,0.735725669,0.031317977,10,P1P2,0.735826521,0.011149486,10
SIDT2,P1P2,0.42352711,-0.059603185,9,P1P2,0.084559451,-0.069025935,10,P1P2,0.148374811,-0.08844263,9
SIGIRR,P1,0.639554908,0.002537156,9,P1,0.052268443,0.053723225,10,P1,0.28553474,0.019787966,9
SIGLEC1,P1P2,0.060499029,-0.038833036,10,P1P2,0.689334294,-0.031906593,10,P1P2,0.333681811,-0.032224537,10
SIGLEC10,P1P2,0.631735865,-0.032161229,10,P1P2,0.454173707,0.022890701,10,P1P2,0.764538847,-0.012358198,10
SIGLEC11,P1P2,0.420419644,-0.012175612,10,P1P2,0.098393069,0.007866462,10,P1P2,0.714203463,0.00597311,10
SIGLEC12,P1P2,0.845801838,0.029626317,10,P1P2,0.861126897,-0.021848692,10,P1P2,0.902073087,-0.004543726,10
SIGLEC14,P1P2,0.791102268,-0.012368798,10,P1P2,0.198258949,-0.022233899,10,P1P2,0.271285983,-0.00901773,10
SIGLEC15,P2,0.153434214,0.035148643,9,P1,0.775069889,0.003114232,10,P2,0.181249462,0.02195924,9
SIGLEC5,P1P2,0.045369221,0.037242472,10,P1P2,0.843110663,-0.008556603,10,P1P2,0.093196527,0.006757411,10
SIGLEC6,P1P2,0.467403887,0.023950701,10,P1P2,0.482534782,0.018144689,10,P1P2,0.384757572,0.031226331,10
SIGLEC7,P1P2,0.528327181,-0.019069105,10,P1P2,0.488904574,-0.028761686,10,P1P2,0.429046716,-0.023347664,10
SIGLEC8,P1P2,0.402529386,0.037489338,10,P1P2,0.53943278,0.005600349,10,P1P2,0.474004368,0.014827536,10
SIGLEC9,P1P2,0.904941628,0.010289237,10,P1P2,0.542127334,-0.025709309,10,P1P2,0.760986594,-0.01081754,10
SIGLECL1,P1P2,0.533381546,0.005546527,10,P1P2,0.276453542,0.009271438,10,P1P2,0.261265963,0.013135874,10
SIGMAR1,P1P2,0.418743777,-0.049970674,10,P1P2,0.303279645,-0.12295713,10,P1P2,0.293309701,-0.071146506,10
SIK1,P1P2,0.877463255,0.021651864,10,P1P2,0.552583087,0.016370977,10,P1P2,0.513145439,0.012645377,10
SIK2,P1P2,0.748941932,0.006244064,9,P1P2,0.068548926,0.056669361,10,P1P2,0.313406653,0.012667405,9
SIK3,P1P2,0.271541686,0.025051545,10,P1P2,0.227606681,-0.007886718,10,P1P2,0.248268546,0.004191783,10
SIKE1,P1P2,0.446373941,-0.010426292,10,P1P2,0.168069656,0.01307016,10,P1P2,0.663390312,0.006647727,10
SIL1,P1P2,0.29262035,0.000692192,10,P1P2,0.229179483,-0.02237522,10,P1P2,0.41925462,-0.026314533,10
SIM1,P1P2,0.640244152,-0.007432369,10,P1P2,0.717389744,0.006428384,10,P1P2,0.730783551,-6.40E-05,10
SIM2,P1P2,0.740157425,-0.035938182,10,P1P2,0.625426743,-0.056883066,10,P1P2,0.710295944,-0.044001358,10
SIMC1,P1P2,0.301787224,0.007205264,10,P1P2,0.777855992,-0.022413592,10,P1P2,0.42548604,-0.003777553,10
SIN3A,P1,0.094057851,-0.058198078,10,P1,0.002884421,-0.072177001,10,P1,0.00314819,-0.059150447,10
SIN3B,P1P2,0.001936112,-0.076686881,10,P1P2,2.91E-05,-0.095100277,10,P1P2,1.95E-05,-0.084089388,10
SIPA1,P1,0.337408962,-0.023440847,10,P1,0.052960259,-0.057456383,10,P2,0.181835368,-0.013033061,10
SIPA1L1,"ENST00000381232.3,ENST00000555818.1",0.361679822,0.029304467,10,"ENST00000381232.3,ENST00000555818.1",0.615368651,0.006275548,10,"ENST00000381232.3,ENST00000555818.1",0.290775453,0.012521715,10
SIPA1L2,P1P2,0.494101858,-0.010490105,10,P1P2,0.780868193,-0.006249421,10,P1P2,0.482134431,-0.005728891,10
SIPA1L3,P1P2,0.652215644,0.012473311,9,P1P2,0.926102021,-0.011369493,9,P1P2,0.728065534,0.001589466,9
SIRPA,P1P2,0.17907837,-0.09189524,10,P1P2,0.138890361,-0.093902608,10,P1P2,0.135750336,-0.091725199,10
SIRPB1,P1P2,0.996402186,-0.007903495,10,P1P2,0.20142165,0.018960657,10,P1P2,0.4938266,0.006298055,10
SIRPB2,P1P2,0.184744116,0.02831371,10,P1P2,0.06561967,0.006010222,10,P1P2,0.081463126,0.031847687,10
SIRPD,P1P2,0.4104236,-0.014342023,10,P1P2,0.579843971,0.027625161,10,P1P2,0.916617261,0.002805292,10
SIRPG,P1P2,0.136549128,-0.010539491,10,P1P2,0.634103912,-0.000274815,10,P1P2,0.209993992,-0.007126756,10
SIRT1,P1P2,0.117347714,-0.013885703,10,P1P2,0.799458364,-0.016354229,10,P1P2,0.302500793,-0.012802048,10
SIRT2,P1P2,0.868411161,-0.014430472,10,P1P2,0.802380694,0.012108656,10,P1P2,0.703151966,0.004259194,10
SIRT3,P1P2,0.166748767,0.025351819,10,P1P2,0.413199365,0.024354298,10,P1P2,0.207673356,0.024811995,10
SIRT4,P1P2,0.717644023,0.017252007,10,P1P2,0.600315381,-0.0095631,10,P1P2,0.538028375,0.00736634,10
SIRT5,P1P2,0.680491596,0.006500915,10,P1P2,0.041326644,0.030926195,10,P1P2,0.367947362,0.011793657,10
SIRT6,P1P2,0.212125871,-0.00637153,10,P1P2,0.263883496,-0.01248633,10,P1P2,0.248865641,-0.026149241,10
SIRT7,P1P2,0.000297408,-0.25518076,10,P1P2,0.001872144,-0.279090991,10,P1P2,0.000251089,-0.267135875,10
SIT1,P1P2,0.480373422,0.000118413,9,P1P2,0.700273257,0.011764378,9,P1P2,0.606106011,0.007048632,9
SIVA1,P1P2,0.605286513,-0.009448835,10,P1P2,0.640540998,-0.000585114,10,P1P2,0.81747287,0.009949474,10
SIX1,P1P2,0.333831649,-0.003321851,10,P1P2,0.812517567,0.009387379,10,P1P2,0.57734926,-0.0031192,10
SIX2,P1P2,0.658244178,0.028322322,10,P1P2,0.880821682,0.016422549,10,P1P2,0.574765682,-0.000392644,10
SIX3,P1P2,0.530994369,-0.010226303,10,P1P2,0.852451235,-0.008329563,10,P1P2,0.421774378,-0.0057607,10
SIX4,P1P2,0.903558961,-0.002508867,10,P1P2,0.156194531,0.033782266,10,P1P2,0.180315309,0.02419208,10
SIX5,P1P2,0.285212988,0.011113587,10,P1P2,0.282596018,-0.018187271,10,P1P2,0.81588944,-0.005330155,10
SIX6,P1P2,0.31246544,0.007390674,10,P1P2,0.724901578,0.004027373,10,P1P2,0.346207883,-0.006237804,10
SKA1,P1P2,1.06E-07,-0.107318401,10,P1P2,2.50E-07,-0.127663403,10,P1P2,7.31E-08,-0.115663945,10
SKA2,P1P2,0.000103172,-0.092211773,10,P1P2,1.06E-05,-0.100899065,10,P1P2,7.45E-06,-0.090819744,10
SKA3,P1P2,5.79E-08,-0.162107285,10,P1P2,5.80E-08,-0.180570972,10,P1P2,5.36E-08,-0.171339128,10
SKAP1,P1P2,0.546365342,-0.012789684,10,P1P2,0.39227227,-0.019504278,10,P1P2,0.403502919,-0.014910022,10
SKAP2,P1P2,0.619167228,0.039492561,10,P1P2,0.845728413,0.011703967,10,P1P2,0.522003465,0.024760285,10
SKI,ENST00000378536.4,0.298259919,0.014136046,10,ENST00000378536.4,0.386026071,0.005735302,10,ENST00000378536.4,0.281436016,0.020526277,10
SKIDA1,P2,0.344637202,0.014174636,10,P1,0.168339044,0.025392629,10,P2,0.100513647,0.009746324,10
SKIL,P1P2,0.967280561,0.019975375,10,P1P2,0.297578143,-0.016824637,10,P1P2,0.963415394,-0.015168765,10
SKIV2L,P1P2,0.506597448,-0.049206802,9,P1P2,0.157649152,-0.052889825,9,P1P2,0.119750197,-0.05727173,9
SKIV2L2,P1P2,0.000276258,-0.124245138,10,P1P2,1.74E-05,-0.165204308,10,P1P2,6.38E-05,-0.141507692,10
SKOR1,P1P2,0.927300811,0.009013334,9,P1P2,0.185977834,-0.031805755,9,P1P2,0.327309902,-0.013696021,9
SKOR2,"ENST00000400404.1,ENST00000425639.1",0.603865564,-0.005336596,10,"ENST00000400404.1,ENST00000425639.1",0.739235737,-0.003642585,10,"ENST00000400404.1,ENST00000425639.1",0.983851759,0.002754006,10
SKP1,P1P2,0.000168961,-0.053810654,10,P1P2,0.411706662,-0.088068439,10,P1P2,0.001296579,-0.063064351,10
SKP2,P1P2,0.013055727,-0.051506922,10,P1P2,0.076091439,-0.03235281,10,P1P2,0.010616627,-0.038783764,10
SLA,P1P2,0.707775008,0.004063946,10,P1P2,0.246873525,-0.00897214,10,P1P2,0.549235505,-0.006200586,10
SLA2,P1P2,0.588435345,0.005346027,10,P1P2,0.687193186,0.003796882,10,P1P2,0.56606209,0.005497599,10
SLAIN1,"ENST00000314070.5,ENST00000351546.3",0.194313368,0.015699377,10,"ENST00000314070.5,ENST00000351546.3",0.372624565,0.020823144,10,"ENST00000314070.5,ENST00000351546.3",0.206206306,0.015121173,10
SLAIN2,P1P2,0.368611309,-0.014665367,10,P1P2,0.029398916,-0.025754024,10,P1P2,0.034056963,-0.020268541,10
SLAMF1,P1P2,0.803904399,0.002308306,10,P1P2,0.915804438,-0.013121378,10,P1P2,0.995236553,-0.007609956,10
SLAMF6,P1P2,0.953486751,-0.013300436,10,P1P2,0.005141698,-0.040808818,10,P1P2,0.052238103,-0.018363584,10
SLAMF7,P1P2,0.17992698,-0.029861955,10,P1P2,0.266377946,-0.021681051,10,P1P2,0.100152261,-0.028774927,10
SLAMF8,P1P2,0.11036603,0.024402539,10,P1P2,0.865242344,-0.007215733,10,P1P2,0.173223765,0.004476024,10
SLAMF9,P1P2,0.650684388,0.003857832,10,P1P2,0.858499549,0.013780941,10,P1P2,0.57417025,0.005492479,10
SLBP,P1P2,0.003059695,-0.089737148,10,P1P2,0.284096949,-0.059727165,10,P1P2,0.025112165,-0.087049352,10
SLC10A1,P1P2,0.165015491,0.011606105,10,P1P2,0.85176706,-0.007510716,10,P1P2,0.465060042,0.016736277,10
SLC10A2,P1P2,0.403347427,-0.02401523,10,P1P2,0.867072612,-0.050978054,10,P1P2,0.394871286,-0.034551016,10
SLC10A3,P1P2,0.365193675,-0.013225918,9,P1P2,0.778937843,0.025440647,9,P1P2,0.505360281,0.008736805,9
SLC10A4,P1P2,0.807282294,0.012032853,10,P1P2,0.959407691,-0.012472341,10,P1P2,0.805953908,-0.002855717,10
SLC10A5,P1P2,0.908399546,-0.001865663,10,P1P2,0.520477533,-0.006945404,10,P1P2,0.638847665,0.001484074,10
SLC10A6,P1P2,0.449855608,-0.013882581,10,P1P2,0.391628828,0.006529275,10,P1P2,0.788418622,0.005908478,10
SLC10A7,P1P2,0.14010951,-0.01880457,10,P1P2,0.985033253,-0.005655586,10,P1P2,0.308272347,-0.005440925,10
SLC11A1,P1P2,0.52775653,-0.093561592,10,P1P2,0.865471088,-0.142203641,10,P1P2,0.31160287,-0.096227799,10
SLC11A2,P1,0.031028271,-0.044985004,10,P1,0.026047526,-0.014374783,10,P1,0.013888634,-0.035743106,10
SLC12A1,P2,0.121175605,-0.023881291,10,P2,0.516145275,0.002937785,10,P2,0.388271207,-0.014304205,10
SLC12A2,P1P2,0.526046464,0.015155259,10,P1P2,0.071037189,0.036745208,10,P1P2,0.231500844,0.019826552,10
SLC12A3,P1P2,0.714276658,-0.005908392,10,P1P2,0.73309673,-0.009793981,10,P1P2,0.473824559,-0.002238237,10
SLC12A4,P1,0.376644698,0.040887359,10,P1,0.166727567,0.048307661,10,P1,0.137824399,0.031586235,10
SLC12A5,P2,0.223253543,-0.003926668,10,P2,0.071287756,0.029156137,10,P1,0.883688555,-0.024530689,9
SLC12A6,P1,0.763228363,0.071963518,10,P1,0.426946542,0.017004488,10,P1,0.542651857,0.037078652,10
SLC12A7,P1P2,0.341675051,-0.022821546,10,P1P2,0.522934464,0.006266157,10,P1P2,0.987568993,-0.017264467,10
SLC12A8,ENST00000469902.1,0.742245504,-0.020942592,10,ENST00000469902.1,0.175642827,0.044340914,10,ENST00000469902.1,0.297881563,-0.007964427,10
SLC12A9,P2,0.424795292,0.009196388,10,P2,0.344765318,-0.015378487,10,P1,0.600236087,-0.008456852,10
SLC13A1,P1P2,0.595673948,-0.009036129,10,P1P2,0.628210254,-0.010573657,10,P1P2,0.883192423,0.002187681,10
SLC13A2,P1P2,0.97052774,0.004701767,10,P1P2,0.273130175,-0.014607108,10,P1P2,0.374490495,-0.00834914,10
SLC13A3,P1P2,0.447590776,0.00605863,10,P1P2,0.623368318,0.014043506,10,P1P2,0.512582703,0.021853394,10
SLC13A4,P1P2,0.877577944,0.012068296,10,P1P2,0.535882439,-0.002780046,10,P1P2,0.800322531,-0.00648443,10
SLC13A5,P1P2,0.600420943,0.007553982,10,P1P2,0.083723937,0.021244634,10,P1P2,0.137592748,0.014554107,10
SLC14A1,P1P2,0.464112703,0.003351547,10,P1P2,0.302460729,-0.010061999,10,P1P2,0.356745392,0.005862291,10
SLC14A2,P1P2,0.617731929,0.016853599,10,P1P2,0.946088021,-0.008236688,10,P1P2,0.723786599,0.006659149,10
SLC15A1,P1P2,0.167061311,0.002945515,10,P1P2,0.773065684,-0.009394589,10,P1P2,0.655167547,0.006682826,10
SLC15A2,P1P2,0.1784204,-0.02326641,10,P1P2,0.093234097,0.046338921,10,P1P2,0.412578701,0.007272434,10
SLC15A3,P1P2,0.972267505,0.029930878,10,P1P2,0.982133166,-0.013915978,10,P1P2,0.91523082,-0.002438108,10
SLC15A4,P1P2,0.166392112,0.007683873,10,P1P2,0.33062412,-0.037033716,10,P1P2,0.725315235,-0.001121942,10
SLC15A5,P1P2,0.165369924,-0.010503585,10,P1P2,0.607821233,0.001051208,10,P1P2,0.193141072,-0.02035513,10
SLC16A1,P1,0.001134243,-0.088415229,10,P1,8.54E-07,-0.087936995,10,P1,1.36E-05,-0.084855988,10
SLC16A10,P1P2,0.143661182,-0.250038784,10,P1P2,0.337610518,-0.257549023,10,P1P2,0.11151868,-0.247090678,10
SLC16A11,P1P2,0.695695737,-0.011144652,10,P1P2,0.495871323,-0.006217857,10,P1P2,0.362089127,-0.005343167,10
SLC16A12,P1P2,0.577952526,0.025531,10,P1P2,0.316020808,-0.006091708,10,P1P2,0.84974605,0.006497936,10
SLC16A13,P1P2,0.147769431,0.024884056,10,P1P2,0.303143057,0.003400334,10,P1P2,0.115100071,0.01716271,10
SLC16A14,P1P2,0.143382488,0.007946541,10,P1P2,0.605585393,-0.007308508,10,P1P2,0.117674092,-0.004536505,10
SLC16A2,P1P2,0.132010578,-0.016082097,10,P1P2,0.843907188,-0.004307917,10,P1P2,0.259908484,-0.009736138,10
SLC16A3,P1P2,0.370162792,-0.029917774,10,P1P2,0.994546722,-0.006407169,10,P1P2,0.359640083,-0.006182635,10
SLC16A4,P1P2,0.473935087,-0.015269387,10,P1P2,0.645334473,0.001648364,10,P1P2,0.447107998,-0.008977236,10
SLC16A5,P1P2,0.075271028,-0.106066606,10,P1P2,0.035830836,-0.068243052,10,P1P2,0.019291247,-0.082312683,10
SLC16A6,P1P2,0.010293844,-0.047047726,9,P1P2,0.039518418,-0.024795466,9,P1P2,0.005112362,-0.029258184,9
SLC16A7,P1P2,0.859262033,-0.130210317,10,P1P2,0.572499835,-0.107167316,10,P1P2,0.823813979,-0.113384333,10
SLC16A8,P1P2,0.210584646,0.006522346,10,P1P2,0.122819129,-0.009321031,10,P1P2,0.743302188,-0.011247138,10
SLC16A9,P1P2,0.527946712,-0.010895157,10,P1P2,0.902663068,-0.01663187,10,P1P2,0.604902894,-0.013453118,10
SLC17A1,P1P2,0.29115523,-0.006461302,10,P1P2,0.203171579,-0.034777662,10,P1P2,0.096012206,-0.020554589,10
SLC17A2,P1P2,0.614865708,-0.011786874,10,P1P2,0.786678707,0.007046487,10,P1P2,0.603886987,-0.000906096,10
SLC17A3,P1P2,0.313232595,0.042834184,10,P1P2,0.002824746,-0.070547404,10,P1P2,0.396653515,-0.015765751,10
SLC17A4,P1P2,0.920169068,0.010013946,10,P1P2,0.467433014,0.010334075,10,P1P2,0.730345577,-0.001730209,10
SLC17A5,P1P2,0.369231416,-0.026768187,10,P1P2,0.981901169,-0.016208449,10,P1P2,0.496957647,-0.028673332,10
SLC17A6,P1P2,0.063898172,0.034161924,9,P1P2,0.078571695,0.033188249,9,P1P2,0.015477672,0.027833581,9
SLC17A7,P1P2,0.645977638,-0.036952338,10,P1P2,0.01593806,-0.06482539,10,P1P2,0.110800033,-0.047887179,10
SLC17A8,P1P2,0.068328581,-0.029168177,9,P1P2,0.677483014,-0.037583973,10,P1P2,0.192734721,-0.017731875,9
SLC17A9,P1P2,0.964961476,-0.006248641,10,P1P2,0.624500089,0.011152013,10,P1P2,0.899997913,0.00827473,10
SLC18A1,P1P2,0.712540832,-0.005412432,10,P1P2,0.017639324,0.028412825,10,P1P2,0.121479394,0.01302137,10
SLC18A2,P1P2,0.667108252,-0.05294073,10,P1P2,0.000841745,-0.11706889,10,P1P2,0.033665442,-0.091916843,10
SLC18A3,P1P2,0.414072312,-0.010510898,10,P1P2,0.662543349,0.008468402,10,P1P2,0.710729739,-0.006520129,10
SLC18B1,P1P2,0.88630164,-0.015964056,10,P1P2,0.941342718,-0.012431643,10,P1P2,0.70207181,-0.008673023,10
SLC19A1,P1P2,0.389897149,0.009211586,10,P1P2,0.979465294,-0.010990351,10,P1P2,0.679957217,0.005212828,10
SLC19A2,P1P2,0.282989634,0.011859539,10,P1P2,0.778413556,0.018833666,10,P1P2,0.804826817,0.016091739,10
SLC19A3,P1P2,0.881708435,0.017427582,10,P1P2,0.831069076,0.008439037,10,P1P2,0.910380337,0.010755105,10
SLC1A1,P1P2,0.655202925,0.025287198,9,P1P2,0.636502318,0.019989176,8,P1P2,0.226995064,0.00221458,8
SLC1A2,P1P2,0.972383494,0.027749108,10,P1P2,0.224650686,-0.005206081,10,P1P2,0.989195373,0.010493792,10
SLC1A3,P1,0.187748072,0.034285191,10,P1,0.009668867,0.031906496,10,P1,0.009885046,0.026877023,10
SLC1A4,P1P2,0.0268574,0.03733777,10,P1P2,0.821102202,-0.009771574,10,P1P2,0.109438229,0.020008199,10
SLC1A5,P1,2.62E-05,-0.069184475,10,P1,1.50E-07,-0.082192213,10,P1,2.98E-07,-0.075405128,10
SLC1A6,P1P2,0.613026234,0.009124403,10,P1P2,0.269077524,-0.012658458,10,P1P2,0.599021343,-0.004594025,10
SLC1A7,P1P2,0.173037709,0.028286671,10,P1P2,0.656331203,0.032774626,10,P1P2,0.898845333,0.007668724,10
